Country Name,Country Code,Year,Gender,Value
Bermuda,BMU,1969,Male,
Bolivia,BOL,1969,Male,
Brazil,BRA,1969,Male,
Barbados,BRB,1969,Male,
Brunei Darussalam,BRN,1969,Male,
Bhutan,BTN,1969,Male,
Botswana,BWA,1969,Male,
Central African Republic,CAF,1969,Male,
Canada,CAN,1969,Male,
Central Europe and the Baltics,CEB,1969,Male,
Switzerland,CHE,1969,Male,
Channel Islands,CHI,1969,Male,
Chile,CHL,1969,Male,
China,CHN,1969,Male,
Cote d'Ivoire,CIV,1969,Male,
Cameroon,CMR,1969,Male,
"Congo, Dem. Rep.",COD,1969,Male,
"Congo, Rep.",COG,1969,Male,
Colombia,COL,1969,Male,
Comoros,COM,1969,Male,
Cabo Verde,CPV,1969,Male,
Costa Rica,CRI,1969,Male,
Caribbean small states,CSS,1969,Male,
Cuba,CUB,1969,Male,
Curacao,CUW,1969,Male,
Cayman Islands,CYM,1969,Male,
Cyprus,CYP,1969,Male,
Czechia,CZE,1969,Male,
Germany,DEU,1969,Male,
Djibouti,DJI,1969,Male,
Dominica,DMA,1969,Male,
Denmark,DNK,1969,Male,
Dominican Republic,DOM,1969,Male,
Algeria,DZA,1969,Male,
East Asia & Pacific (excluding high income),EAP,1969,Male,
Early-demographic dividend,EAR,1969,Male,
East Asia & Pacific,EAS,1969,Male,
Europe & Central Asia (excluding high income),ECA,1969,Male,
Europe & Central Asia,ECS,1969,Male,
Ecuador,ECU,1969,Male,
"Egypt, Arab Rep.",EGY,1969,Male,
Euro area,EMU,1969,Male,
Eritrea,ERI,1969,Male,
Spain,ESP,1969,Male,
Estonia,EST,1969,Male,
Ethiopia,ETH,1969,Male,
European Union,EUU,1969,Male,
Fragile and conflict affected situations,FCS,1969,Male,
Finland,FIN,1969,Male,
Fiji,FJI,1969,Male,
France,FRA,1969,Male,
Faroe Islands,FRO,1969,Male,
"Micronesia, Fed. Sts.",FSM,1969,Male,
Gabon,GAB,1969,Male,
United Kingdom,GBR,1969,Male,
Georgia,GEO,1969,Male,
Ghana,GHA,1969,Male,
Gibraltar,GIB,1969,Male,
Guinea,GIN,1969,Male,
"Gambia, The",GMB,1969,Male,
Guinea-Bissau,GNB,1969,Male,
Equatorial Guinea,GNQ,1969,Male,
Greece,GRC,1969,Male,
Grenada,GRD,1969,Male,
Greenland,GRL,1969,Male,
Guatemala,GTM,1969,Male,
Guam,GUM,1969,Male,
Guyana,GUY,1969,Male,
High income,HIC,1969,Male,
"Hong Kong SAR, China",HKG,1969,Male,
Honduras,HND,1969,Male,
Heavily indebted poor countries (HIPC),HPC,1969,Male,
Croatia,HRV,1969,Male,
Haiti,HTI,1969,Male,
Hungary,HUN,1969,Male,
IBRD only,IBD,1969,Male,
IDA & IBRD total,IBT,1969,Male,
IDA total,IDA,1969,Male,
IDA blend,IDB,1969,Male,
Indonesia,IDN,1969,Male,
IDA only,IDX,1969,Male,
Isle of Man,IMN,1969,Male,
India,IND,1969,Male,
Not classified,INX,1969,Male,
Ireland,IRL,1969,Male,
"Iran, Islamic Rep.",IRN,1969,Male,
Iraq,IRQ,1969,Male,
Iceland,ISL,1969,Male,
Israel,ISR,1969,Male,
Italy,ITA,1969,Male,
Jamaica,JAM,1969,Male,
Jordan,JOR,1969,Male,
Japan,JPN,1969,Male,
Kazakhstan,KAZ,1969,Male,
Kenya,KEN,1969,Male,
Kyrgyz Republic,KGZ,1969,Male,
Cambodia,KHM,1969,Male,
Kiribati,KIR,1969,Male,
St. Kitts and Nevis,KNA,1969,Male,
"Korea, Rep.",KOR,1969,Male,
Kuwait,KWT,1969,Male,
Latin America & Caribbean (excluding high income),LAC,1969,Male,
Lao PDR,LAO,1969,Male,
Lebanon,LBN,1969,Male,
Liberia,LBR,1969,Male,
Libya,LBY,1969,Male,
St. Lucia,LCA,1969,Male,
Latin America & Caribbean,LCN,1969,Male,
Least developed countries: UN classification,LDC,1969,Male,
Low income,LIC,1969,Male,
Liechtenstein,LIE,1969,Male,
Sri Lanka,LKA,1969,Male,
Lower middle income,LMC,1969,Male,
Low & middle income,LMY,1969,Male,
Lesotho,LSO,1969,Male,
Late-demographic dividend,LTE,1969,Male,
Lithuania,LTU,1969,Male,
Luxembourg,LUX,1969,Male,
Latvia,LVA,1969,Male,
"Macao SAR, China",MAC,1969,Male,
St. Martin (French part),MAF,1969,Male,
Morocco,MAR,1969,Male,
Monaco,MCO,1969,Male,
Moldova,MDA,1969,Male,
Madagascar,MDG,1969,Male,
Maldives,MDV,1969,Male,
Middle East & North Africa,MEA,1969,Male,
Mexico,MEX,1969,Male,
Marshall Islands,MHL,1969,Male,
Middle income,MIC,1969,Male,
North Macedonia,MKD,1969,Male,
Mali,MLI,1969,Male,
Malta,MLT,1969,Male,
Myanmar,MMR,1969,Male,
Middle East & North Africa (excluding high income),MNA,1969,Male,
Montenegro,MNE,1969,Male,
Mongolia,MNG,1969,Male,
Northern Mariana Islands,MNP,1969,Male,
Mozambique,MOZ,1969,Male,
Mauritania,MRT,1969,Male,
Mauritius,MUS,1969,Male,
Malawi,MWI,1969,Male,
Malaysia,MYS,1969,Male,
North America,NAC,1969,Male,
Namibia,NAM,1969,Male,
New Caledonia,NCL,1969,Male,
Niger,NER,1969,Male,
Nigeria,NGA,1969,Male,
Nicaragua,NIC,1969,Male,
Netherlands,NLD,1969,Male,
Norway,NOR,1969,Male,
Nepal,NPL,1969,Male,
Nauru,NRU,1969,Male,
New Zealand,NZL,1969,Male,
OECD members,OED,1969,Male,
Oman,OMN,1969,Male,
Other small states,OSS,1969,Male,
Pakistan,PAK,1969,Male,
Panama,PAN,1969,Male,
Peru,PER,1969,Male,
Philippines,PHL,1969,Male,
Palau,PLW,1969,Male,
Papua New Guinea,PNG,1969,Male,
Poland,POL,1969,Male,
Pre-demographic dividend,PRE,1969,Male,
Puerto Rico,PRI,1969,Male,
"Korea, Dem. People's Rep.",PRK,1969,Male,
Portugal,PRT,1969,Male,
Paraguay,PRY,1969,Male,
West Bank and Gaza,PSE,1969,Male,
Pacific island small states,PSS,1969,Male,
Post-demographic dividend,PST,1969,Male,
French Polynesia,PYF,1969,Male,
Qatar,QAT,1969,Male,
Romania,ROU,1969,Male,
Russian Federation,RUS,1969,Male,
Rwanda,RWA,1969,Male,
South Asia,SAS,1969,Male,
Saudi Arabia,SAU,1969,Male,
Sudan,SDN,1969,Male,
Senegal,SEN,1969,Male,
Singapore,SGP,1969,Male,
Solomon Islands,SLB,1969,Male,
Sierra Leone,SLE,1969,Male,
El Salvador,SLV,1969,Male,
San Marino,SMR,1969,Male,
Somalia,SOM,1969,Male,
Serbia,SRB,1969,Male,
Sub-Saharan Africa (excluding high income),SSA,1969,Male,
South Sudan,SSD,1969,Male,
Sub-Saharan Africa,SSF,1969,Male,
Small states,SST,1969,Male,
Sao Tome and Principe,STP,1969,Male,
Suriname,SUR,1969,Male,
Slovak Republic,SVK,1969,Male,
Slovenia,SVN,1969,Male,
Sweden,SWE,1969,Male,
Eswatini,SWZ,1969,Male,
Sint Maarten (Dutch part),SXM,1969,Male,
Seychelles,SYC,1969,Male,
Syrian Arab Republic,SYR,1969,Male,
Turks and Caicos Islands,TCA,1969,Male,
Chad,TCD,1969,Male,
East Asia & Pacific (IDA & IBRD countries),TEA,1969,Male,
Europe & Central Asia (IDA & IBRD countries),TEC,1969,Male,
Togo,TGO,1969,Male,
Thailand,THA,1969,Male,
Tajikistan,TJK,1969,Male,
Turkmenistan,TKM,1969,Male,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1969,Male,
Timor-Leste,TLS,1969,Male,
Middle East & North Africa (IDA & IBRD countries),TMN,1969,Male,
Tonga,TON,1969,Male,
South Asia (IDA & IBRD),TSA,1969,Male,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1969,Male,
Trinidad and Tobago,TTO,1969,Male,
Tunisia,TUN,1969,Male,
Turkiye,TUR,1969,Male,
Tuvalu,TUV,1969,Male,
Tanzania,TZA,1969,Male,
Uganda,UGA,1969,Male,
Ukraine,UKR,1969,Male,
Upper middle income,UMC,1969,Male,
Uruguay,URY,1969,Male,
United States,USA,1969,Male,
Uzbekistan,UZB,1969,Male,
St. Vincent and the Grenadines,VCT,1969,Male,
"Venezuela, RB",VEN,1969,Male,
British Virgin Islands,VGB,1969,Male,
Virgin Islands (U.S.),VIR,1969,Male,
Viet Nam,VNM,1969,Male,
Vanuatu,VUT,1969,Male,
World,WLD,1969,Male,
Samoa,WSM,1969,Male,
Kosovo,XKX,1969,Male,
"Yemen, Rep.",YEM,1969,Male,
South Africa,ZAF,1969,Male,
Zambia,ZMB,1969,Male,
Zimbabwe,ZWE,1969,Male,
Aruba,ABW,1970,Male,
Africa Eastern and Southern,AFE,1970,Male,
Afghanistan,AFG,1970,Male,
Africa Western and Central,AFW,1970,Male,
Angola,AGO,1970,Male,
Albania,ALB,1970,Male,
Andorra,AND,1970,Male,
Arab World,ARB,1970,Male,
United Arab Emirates,ARE,1970,Male,
Argentina,ARG,1970,Male,96028.0
Armenia,ARM,1970,Male,
American Samoa,ASM,1970,Male,
Antigua and Barbuda,ATG,1970,Male,
Australia,AUS,1970,Male,
Austria,AUT,1970,Male,
Azerbaijan,AZE,1970,Male,
Burundi,BDI,1970,Male,
Belgium,BEL,1970,Male,
Benin,BEN,1970,Male,
Burkina Faso,BFA,1970,Male,
Bangladesh,BGD,1970,Male,1728526.0
Bulgaria,BGR,1970,Male,
Bahrain,BHR,1970,Male,
"Bahamas, The",BHS,1970,Male,
Bosnia and Herzegovina,BIH,1970,Male,
Belarus,BLR,1970,Male,
Belize,BLZ,1970,Male,
Bermuda,BMU,1970,Male,
Bolivia,BOL,1970,Male,
Brazil,BRA,1970,Male,
Barbados,BRB,1970,Male,
Brunei Darussalam,BRN,1970,Male,
Bhutan,BTN,1970,Male,
Botswana,BWA,1970,Male,32923.0
Central African Republic,CAF,1970,Male,
Canada,CAN,1970,Male,
Central Europe and the Baltics,CEB,1970,Male,
Switzerland,CHE,1970,Male,
Channel Islands,CHI,1970,Male,
Chile,CHL,1970,Male,
China,CHN,1970,Male,
Cote d'Ivoire,CIV,1970,Male,
Cameroon,CMR,1970,Male,
"Congo, Dem. Rep.",COD,1970,Male,
"Congo, Rep.",COG,1970,Male,
Colombia,COL,1970,Male,
Comoros,COM,1970,Male,
Cabo Verde,CPV,1970,Male,
Costa Rica,CRI,1970,Male,20498.0
Caribbean small states,CSS,1970,Male,
Cuba,CUB,1970,Male,
Curacao,CUW,1970,Male,
Cayman Islands,CYM,1970,Male,
Cyprus,CYP,1970,Male,
Czechia,CZE,1970,Male,
Germany,DEU,1970,Male,
Djibouti,DJI,1970,Male,
Dominica,DMA,1970,Male,
Denmark,DNK,1970,Male,
Dominican Republic,DOM,1970,Male,
Algeria,DZA,1970,Male,
East Asia & Pacific (excluding high income),EAP,1970,Male,
Early-demographic dividend,EAR,1970,Male,
East Asia & Pacific,EAS,1970,Male,
Europe & Central Asia (excluding high income),ECA,1970,Male,
Europe & Central Asia,ECS,1970,Male,
Ecuador,ECU,1970,Male,
"Egypt, Arab Rep.",EGY,1970,Male,
Euro area,EMU,1970,Male,
Eritrea,ERI,1970,Male,
Spain,ESP,1970,Male,
Estonia,EST,1970,Male,
Ethiopia,ETH,1970,Male,
European Union,EUU,1970,Male,
Fragile and conflict affected situations,FCS,1970,Male,
Finland,FIN,1970,Male,
Fiji,FJI,1970,Male,
France,FRA,1970,Male,
Faroe Islands,FRO,1970,Male,
"Micronesia, Fed. Sts.",FSM,1970,Male,
Gabon,GAB,1970,Male,
United Kingdom,GBR,1970,Male,
Georgia,GEO,1970,Male,
Ghana,GHA,1970,Male,
Gibraltar,GIB,1970,Male,
Guinea,GIN,1970,Male,
"Gambia, The",GMB,1970,Male,
Guinea-Bissau,GNB,1970,Male,
Equatorial Guinea,GNQ,1970,Male,
Greece,GRC,1970,Male,
Grenada,GRD,1970,Male,
Greenland,GRL,1970,Male,
Guatemala,GTM,1970,Male,214426.0
Guam,GUM,1970,Male,
Guyana,GUY,1970,Male,
High income,HIC,1970,Male,
"Hong Kong SAR, China",HKG,1970,Male,
Honduras,HND,1970,Male,
Heavily indebted poor countries (HIPC),HPC,1970,Male,
Croatia,HRV,1970,Male,
Haiti,HTI,1970,Male,
Hungary,HUN,1970,Male,
IBRD only,IBD,1970,Male,
IDA & IBRD total,IBT,1970,Male,
IDA total,IDA,1970,Male,
IDA blend,IDB,1970,Male,
Indonesia,IDN,1970,Male,
IDA only,IDX,1970,Male,
Isle of Man,IMN,1970,Male,
India,IND,1970,Male,
Not classified,INX,1970,Male,
Ireland,IRL,1970,Male,
"Iran, Islamic Rep.",IRN,1970,Male,
Iraq,IRQ,1970,Male,
Iceland,ISL,1970,Male,
Israel,ISR,1970,Male,
Italy,ITA,1970,Male,
Jamaica,JAM,1970,Male,
Jordan,JOR,1970,Male,
Japan,JPN,1970,Male,
Kazakhstan,KAZ,1970,Male,
Kenya,KEN,1970,Male,
Kyrgyz Republic,KGZ,1970,Male,
Cambodia,KHM,1970,Male,
Kiribati,KIR,1970,Male,
St. Kitts and Nevis,KNA,1970,Male,
"Korea, Rep.",KOR,1970,Male,
Kuwait,KWT,1970,Male,
Latin America & Caribbean (excluding high income),LAC,1970,Male,
Lao PDR,LAO,1970,Male,
Lebanon,LBN,1970,Male,
Liberia,LBR,1970,Male,
Libya,LBY,1970,Male,
St. Lucia,LCA,1970,Male,
Latin America & Caribbean,LCN,1970,Male,
Least developed countries: UN classification,LDC,1970,Male,
Low income,LIC,1970,Male,
Liechtenstein,LIE,1970,Male,
Sri Lanka,LKA,1970,Male,
Lower middle income,LMC,1970,Male,
Low & middle income,LMY,1970,Male,
Lesotho,LSO,1970,Male,53740.0
Late-demographic dividend,LTE,1970,Male,
Lithuania,LTU,1970,Male,
Luxembourg,LUX,1970,Male,
Latvia,LVA,1970,Male,
"Macao SAR, China",MAC,1970,Male,
St. Martin (French part),MAF,1970,Male,
Morocco,MAR,1970,Male,
Monaco,MCO,1970,Male,
Moldova,MDA,1970,Male,
Madagascar,MDG,1970,Male,
Maldives,MDV,1970,Male,
Middle East & North Africa,MEA,1970,Male,
Mexico,MEX,1970,Male,
Marshall Islands,MHL,1970,Male,
Middle income,MIC,1970,Male,
North Macedonia,MKD,1970,Male,
Mali,MLI,1970,Male,
Malta,MLT,1970,Male,
Myanmar,MMR,1970,Male,
Middle East & North Africa (excluding high income),MNA,1970,Male,
Montenegro,MNE,1970,Male,
Mongolia,MNG,1970,Male,
Northern Mariana Islands,MNP,1970,Male,
Mozambique,MOZ,1970,Male,
Mauritania,MRT,1970,Male,
Mauritius,MUS,1970,Male,
Malawi,MWI,1970,Male,
Malaysia,MYS,1970,Male,46283.0
North America,NAC,1970,Male,
Namibia,NAM,1970,Male,
New Caledonia,NCL,1970,Male,
Niger,NER,1970,Male,
Nigeria,NGA,1970,Male,
Nicaragua,NIC,1970,Male,
Netherlands,NLD,1970,Male,
Norway,NOR,1970,Male,
Nepal,NPL,1970,Male,
Nauru,NRU,1970,Male,
New Zealand,NZL,1970,Male,
OECD members,OED,1970,Male,
Oman,OMN,1970,Male,
Other small states,OSS,1970,Male,
Pakistan,PAK,1970,Male,
Panama,PAN,1970,Male,31613.0
Peru,PER,1970,Male,210104.0
Philippines,PHL,1970,Male,
Palau,PLW,1970,Male,
Papua New Guinea,PNG,1970,Male,
Poland,POL,1970,Male,
Pre-demographic dividend,PRE,1970,Male,
Puerto Rico,PRI,1970,Male,
"Korea, Dem. People's Rep.",PRK,1970,Male,
Portugal,PRT,1970,Male,
Paraguay,PRY,1970,Male,34187.0
West Bank and Gaza,PSE,1970,Male,
Pacific island small states,PSS,1970,Male,
Post-demographic dividend,PST,1970,Male,
French Polynesia,PYF,1970,Male,
Qatar,QAT,1970,Male,
Romania,ROU,1970,Male,
Russian Federation,RUS,1970,Male,
Rwanda,RWA,1970,Male,
South Asia,SAS,1970,Male,
Saudi Arabia,SAU,1970,Male,
Sudan,SDN,1970,Male,
Senegal,SEN,1970,Male,
Singapore,SGP,1970,Male,
Solomon Islands,SLB,1970,Male,
Sierra Leone,SLE,1970,Male,
El Salvador,SLV,1970,Male,104283.0
San Marino,SMR,1970,Male,
Somalia,SOM,1970,Male,
Serbia,SRB,1970,Male,
Sub-Saharan Africa (excluding high income),SSA,1970,Male,
South Sudan,SSD,1970,Male,
Sub-Saharan Africa,SSF,1970,Male,
Small states,SST,1970,Male,
Sao Tome and Principe,STP,1970,Male,
Suriname,SUR,1970,Male,
Slovak Republic,SVK,1970,Male,
Slovenia,SVN,1970,Male,
Sweden,SWE,1970,Male,
Eswatini,SWZ,1970,Male,19550.0
Sint Maarten (Dutch part),SXM,1970,Male,
Seychelles,SYC,1970,Male,
Syrian Arab Republic,SYR,1970,Male,
Turks and Caicos Islands,TCA,1970,Male,
Chad,TCD,1970,Male,
East Asia & Pacific (IDA & IBRD countries),TEA,1970,Male,
Europe & Central Asia (IDA & IBRD countries),TEC,1970,Male,
Togo,TGO,1970,Male,
Thailand,THA,1970,Male,
Tajikistan,TJK,1970,Male,
Turkmenistan,TKM,1970,Male,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1970,Male,
Timor-Leste,TLS,1970,Male,
Middle East & North Africa (IDA & IBRD countries),TMN,1970,Male,
Tonga,TON,1970,Male,855.0
South Asia (IDA & IBRD),TSA,1970,Male,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1970,Male,
Trinidad and Tobago,TTO,1970,Male,
Tunisia,TUN,1970,Male,
Turkiye,TUR,1970,Male,
Tuvalu,TUV,1970,Male,
Tanzania,TZA,1970,Male,
Uganda,UGA,1970,Male,
Ukraine,UKR,1970,Male,
Upper middle income,UMC,1970,Male,
Uruguay,URY,1970,Male,
United States,USA,1970,Male,
Uzbekistan,UZB,1970,Male,
St. Vincent and the Grenadines,VCT,1970,Male,
"Venezuela, RB",VEN,1970,Male,
British Virgin Islands,VGB,1970,Male,
Virgin Islands (U.S.),VIR,1970,Male,
Viet Nam,VNM,1970,Male,
Vanuatu,VUT,1970,Male,
World,WLD,1970,Male,
Samoa,WSM,1970,Male,
Kosovo,XKX,1970,Male,
"Yemen, Rep.",YEM,1970,Male,
South Africa,ZAF,1970,Male,677546.0
Zambia,ZMB,1970,Male,
Zimbabwe,ZWE,1970,Male,
Aruba,ABW,1971,Male,
Africa Eastern and Southern,AFE,1971,Male,
Afghanistan,AFG,1971,Male,
Africa Western and Central,AFW,1971,Male,
Angola,AGO,1971,Male,
Albania,ALB,1971,Male,
Andorra,AND,1971,Male,
Arab World,ARB,1971,Male,
United Arab Emirates,ARE,1971,Male,
Argentina,ARG,1971,Male,
Armenia,ARM,1971,Male,
American Samoa,ASM,1971,Male,
Antigua and Barbuda,ATG,1971,Male,
Australia,AUS,1971,Male,20396.0
Austria,AUT,1971,Male,
Azerbaijan,AZE,1971,Male,
Burundi,BDI,1971,Male,
Belgium,BEL,1971,Male,
Benin,BEN,1971,Male,
Burkina Faso,BFA,1971,Male,367975.0
Bangladesh,BGD,1971,Male,
Bulgaria,BGR,1971,Male,
Bahrain,BHR,1971,Male,5066.0
"Bahamas, The",BHS,1971,Male,
Bosnia and Herzegovina,BIH,1971,Male,
Belarus,BLR,1971,Male,
Belize,BLZ,1971,Male,
Bermuda,BMU,1971,Male,
Bolivia,BOL,1971,Male,
Brazil,BRA,1971,Male,
Barbados,BRB,1971,Male,2162.0
Brunei Darussalam,BRN,1971,Male,
Bhutan,BTN,1971,Male,
Botswana,BWA,1971,Male,35431.0
Central African Republic,CAF,1971,Male,71951.0
Canada,CAN,1971,Male,
Central Europe and the Baltics,CEB,1971,Male,
Switzerland,CHE,1971,Male,
Channel Islands,CHI,1971,Male,
Chile,CHL,1971,Male,
China,CHN,1971,Male,
Cote d'Ivoire,CIV,1971,Male,
Cameroon,CMR,1971,Male,146014.0
"Congo, Dem. Rep.",COD,1971,Male,242878.0
"Congo, Rep.",COG,1971,Male,
Colombia,COL,1971,Male,
Comoros,COM,1971,Male,
Cabo Verde,CPV,1971,Male,
Costa Rica,CRI,1971,Male,
Caribbean small states,CSS,1971,Male,
Cuba,CUB,1971,Male,
Curacao,CUW,1971,Male,
Cayman Islands,CYM,1971,Male,
Cyprus,CYP,1971,Male,
Czechia,CZE,1971,Male,
Germany,DEU,1971,Male,
Djibouti,DJI,1971,Male,
Dominica,DMA,1971,Male,
Denmark,DNK,1971,Male,
Dominican Republic,DOM,1971,Male,
Algeria,DZA,1971,Male,
East Asia & Pacific (excluding high income),EAP,1971,Male,
Early-demographic dividend,EAR,1971,Male,
East Asia & Pacific,EAS,1971,Male,
Europe & Central Asia (excluding high income),ECA,1971,Male,
Europe & Central Asia,ECS,1971,Male,
Ecuador,ECU,1971,Male,122975.0
"Egypt, Arab Rep.",EGY,1971,Male,658793.0
Euro area,EMU,1971,Male,
Eritrea,ERI,1971,Male,
Spain,ESP,1971,Male,126147.0
Estonia,EST,1971,Male,
Ethiopia,ETH,1971,Male,
European Union,EUU,1971,Male,
Fragile and conflict affected situations,FCS,1971,Male,
Finland,FIN,1971,Male,
Fiji,FJI,1971,Male,
France,FRA,1971,Male,32888.0
Faroe Islands,FRO,1971,Male,
"Micronesia, Fed. Sts.",FSM,1971,Male,
Gabon,GAB,1971,Male,
United Kingdom,GBR,1971,Male,50809.0
Georgia,GEO,1971,Male,
Ghana,GHA,1971,Male,
Gibraltar,GIB,1971,Male,
Guinea,GIN,1971,Male,
"Gambia, The",GMB,1971,Male,30189.0
Guinea-Bissau,GNB,1971,Male,
Equatorial Guinea,GNQ,1971,Male,
Greece,GRC,1971,Male,4698.0
Grenada,GRD,1971,Male,
Greenland,GRL,1971,Male,
Guatemala,GTM,1971,Male,213762.0
Guam,GUM,1971,Male,
Guyana,GUY,1971,Male,9647.0
High income,HIC,1971,Male,
"Hong Kong SAR, China",HKG,1971,Male,42557.0
Honduras,HND,1971,Male,
Heavily indebted poor countries (HIPC),HPC,1971,Male,
Croatia,HRV,1971,Male,
Haiti,HTI,1971,Male,
Hungary,HUN,1971,Male,
IBRD only,IBD,1971,Male,
IDA & IBRD total,IBT,1971,Male,
IDA total,IDA,1971,Male,
IDA blend,IDB,1971,Male,
Indonesia,IDN,1971,Male,2290116.0
IDA only,IDX,1971,Male,
Isle of Man,IMN,1971,Male,
India,IND,1971,Male,10552260.0
Not classified,INX,1971,Male,
Ireland,IRL,1971,Male,12337.0
"Iran, Islamic Rep.",IRN,1971,Male,
Iraq,IRQ,1971,Male,178018.0
Iceland,ISL,1971,Male,
Israel,ISR,1971,Male,
Italy,ITA,1971,Male,
Jamaica,JAM,1971,Male,
Jordan,JOR,1971,Male,
Japan,JPN,1971,Male,2464.0
Kazakhstan,KAZ,1971,Male,
Kenya,KEN,1971,Male,
Kyrgyz Republic,KGZ,1971,Male,
Cambodia,KHM,1971,Male,
Kiribati,KIR,1971,Male,
St. Kitts and Nevis,KNA,1971,Male,
"Korea, Rep.",KOR,1971,Male,229745.0
Kuwait,KWT,1971,Male,21412.0
Latin America & Caribbean (excluding high income),LAC,1971,Male,
Lao PDR,LAO,1971,Male,
Lebanon,LBN,1971,Male,
Liberia,LBR,1971,Male,
Libya,LBY,1971,Male,34447.0
St. Lucia,LCA,1971,Male,
Latin America & Caribbean,LCN,1971,Male,
Least developed countries: UN classification,LDC,1971,Male,
Low income,LIC,1971,Male,
Liechtenstein,LIE,1971,Male,
Sri Lanka,LKA,1971,Male,
Lower middle income,LMC,1971,Male,
Low & middle income,LMY,1971,Male,
Lesotho,LSO,1971,Male,
Late-demographic dividend,LTE,1971,Male,
Lithuania,LTU,1971,Male,
Luxembourg,LUX,1971,Male,
Latvia,LVA,1971,Male,
"Macao SAR, China",MAC,1971,Male,
St. Martin (French part),MAF,1971,Male,
Morocco,MAR,1971,Male,
Monaco,MCO,1971,Male,
Moldova,MDA,1971,Male,
Madagascar,MDG,1971,Male,
Maldives,MDV,1971,Male,
Middle East & North Africa,MEA,1971,Male,
Mexico,MEX,1971,Male,916310.0
Marshall Islands,MHL,1971,Male,
Middle income,MIC,1971,Male,
North Macedonia,MKD,1971,Male,
Mali,MLI,1971,Male,349829.0
Malta,MLT,1971,Male,1131.0
Myanmar,MMR,1971,Male,682568.0
Middle East & North Africa (excluding high income),MNA,1971,Male,
Montenegro,MNE,1971,Male,
Mongolia,MNG,1971,Male,
Northern Mariana Islands,MNP,1971,Male,
Mozambique,MOZ,1971,Male,
Mauritania,MRT,1971,Male,
Mauritius,MUS,1971,Male,
Malawi,MWI,1971,Male,
Malaysia,MYS,1971,Male,48759.0
North America,NAC,1971,Male,
Namibia,NAM,1971,Male,
New Caledonia,NCL,1971,Male,
Niger,NER,1971,Male,
Nigeria,NGA,1971,Male,
Nicaragua,NIC,1971,Male,97677.0
Netherlands,NLD,1971,Male,64264.0
Norway,NOR,1971,Male,
Nepal,NPL,1971,Male,
Nauru,NRU,1971,Male,
New Zealand,NZL,1971,Male,
OECD members,OED,1971,Male,
Oman,OMN,1971,Male,
Other small states,OSS,1971,Male,
Pakistan,PAK,1971,Male,
Panama,PAN,1971,Male,22226.0
Peru,PER,1971,Male,
Philippines,PHL,1971,Male,
Palau,PLW,1971,Male,
Papua New Guinea,PNG,1971,Male,
Poland,POL,1971,Male,
Pre-demographic dividend,PRE,1971,Male,
Puerto Rico,PRI,1971,Male,
"Korea, Dem. People's Rep.",PRK,1971,Male,
Portugal,PRT,1971,Male,
Paraguay,PRY,1971,Male,
West Bank and Gaza,PSE,1971,Male,
Pacific island small states,PSS,1971,Male,
Post-demographic dividend,PST,1971,Male,
French Polynesia,PYF,1971,Male,
Qatar,QAT,1971,Male,2102.0
Romania,ROU,1971,Male,
Russian Federation,RUS,1971,Male,
Rwanda,RWA,1971,Male,
South Asia,SAS,1971,Male,
Saudi Arabia,SAU,1971,Male,
Sudan,SDN,1971,Male,
Senegal,SEN,1971,Male,
Singapore,SGP,1971,Male,
Solomon Islands,SLB,1971,Male,
Sierra Leone,SLE,1971,Male,
El Salvador,SLV,1971,Male,
San Marino,SMR,1971,Male,
Somalia,SOM,1971,Male,
Serbia,SRB,1971,Male,
Sub-Saharan Africa (excluding high income),SSA,1971,Male,
South Sudan,SSD,1971,Male,
Sub-Saharan Africa,SSF,1971,Male,
Small states,SST,1971,Male,
Sao Tome and Principe,STP,1971,Male,
Suriname,SUR,1971,Male,
Slovak Republic,SVK,1971,Male,
Slovenia,SVN,1971,Male,
Sweden,SWE,1971,Male,
Eswatini,SWZ,1971,Male,19993.0
Sint Maarten (Dutch part),SXM,1971,Male,
Seychelles,SYC,1971,Male,
Syrian Arab Republic,SYR,1971,Male,60089.0
Turks and Caicos Islands,TCA,1971,Male,
Chad,TCD,1971,Male,
East Asia & Pacific (IDA & IBRD countries),TEA,1971,Male,
Europe & Central Asia (IDA & IBRD countries),TEC,1971,Male,
Togo,TGO,1971,Male,60386.0
Thailand,THA,1971,Male,
Tajikistan,TJK,1971,Male,
Turkmenistan,TKM,1971,Male,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1971,Male,
Timor-Leste,TLS,1971,Male,
Middle East & North Africa (IDA & IBRD countries),TMN,1971,Male,
Tonga,TON,1971,Male,616.0
South Asia (IDA & IBRD),TSA,1971,Male,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1971,Male,
Trinidad and Tobago,TTO,1971,Male,9300.0
Tunisia,TUN,1971,Male,34265.0
Turkiye,TUR,1971,Male,
Tuvalu,TUV,1971,Male,
Tanzania,TZA,1971,Male,
Uganda,UGA,1971,Male,
Ukraine,UKR,1971,Male,
Upper middle income,UMC,1971,Male,
Uruguay,URY,1971,Male,
United States,USA,1971,Male,
Uzbekistan,UZB,1971,Male,
